secid,permno,Ticker,Name
5005,85041,'ASTA','A S T RESEARCH INC'
5015,56266,'AHM','AHMANSON H F & CO'
5016,61081,'AEIC','AIR EXPRESS INTERNATIONAL CORP'
5022,63845,'AAL','ALEXANDER & ALEXANDER SVCS INC'
5028,12205,'ALRN','ALTRON INC'
5029,60046,'AMH','AMDAHL CORP'
5033,12811,'AX','AMERICAN EXPLORATION CO'
5036,65859,'AIT','AMERITECH CORP'
5042,65111,'APL','A P L LTD'
5046,44652,'ASC','AMERICAN STORES CO NEW'
5048,27051,'AMP','A M P INC'
5049,19553,'AN','AMOCO CORP'
5052,52804,'APM','APPLIED MAGNETICS CORP'
5056,29196,'NAE','NORAM ENERGY CORP'
5058,17566,'AS','ARMCO INC'
5060,21143,'ARV','ARVIN INDUSTRIES INC'
5061,10364,'AR','ASARCO INC'
5067,10604,'ARC','ATLANTIC RICHFIELD CO'
5068,15684,'ASAI','ASA HOLDINGS LTD'
5070,49701,'AUG','AUGAT INC'
5078,16460,'BMP','BALLARD MEDICAL PRODUCTS'
5079,58480,'BLY','BALLY ENTERTAINMENT CORP'
5081,16564,'BTC','BANCTEC INC'
5083,51772,'BKB','BANKBOSTON CORP'
5085,51764,'SBK','SIGNET BANKING CORP'
5086,58827,'BAC','BANKAMERICA CORP'
5087,48354,'BT','BANKERS TRUST CORP'
5089,61284,'BBI','BARNETT BANKS INC'
5092,17196,'BBNK','BAYBANKS INC'
5097,19377,'BNL','BENEFICIAL CORP'
5101,17815,'BTL','BETZDEARBORN INC'
5102,17903,'BIGB','BIG B INC'
5115,18551,'BOAT','BOATMENS BANCSHARES INC'
5116,51393,'BBN','B B N CORP'
5120,18754,'BOOL','BOOLE & BABBAGE INC'
5133,53786,'BFI','BROWNING FERRIS INDUSTRIES INC'
5138,19888,'BBRC','BURR BROWN CORP'
5140,59686,'CBI','C B I INDUSTRIES INC'
5141,20240,'CML','C M L GROUP INC'
5142,10989,'BFO','BESTFOODS'
5147,66456,'CAL','CAL FED BANCORP INC'
5158,30330,'CCB','CAPITAL CITIES ABC INC'
5168,22016,'CNTO','CENTOCOR INC'
5169,23851,'CSR','CENTRAL & SOUTH WEST CORP'
5170,22075,'CFBS','CENTRAL FIDELITY BANKS INC'
5176,21397,'CHA','CHAMPION INTERNATIONAL CORP'
5179,53364,'SP','SPELLING ENTERTAINMENT GROUP INC'
5180,41718,'CMB','CHASE MANHATTAN CORP'
5191,11260,'C','CHRYSLER CORP'
5194,23481,'CNMW','CINCINNATI MICROWAVE INC'
5195,81296,'CRK','CIRCLE K CORP DEL'
5196,23588,'CCON','CIRCON CORP'
5197,47079,'CCI','CITICORP'
5199,69243,'CX','CENTERIOR ENERGY CORP'
5203,24556,'CGEN','COLLAGEN AESTHETICS INC'
5205,77473,'COT','COLTEC INDUSTRIES INC'
5206,11340,'CG','COLUMBIA ENERGY GROUP'
5208,24935,'COMR','COMAIR HOLDINGS INC'
5212,20853,'UCM','UNICOM CORP HOLDING CO'
5217,41064,'CQ','COMSAT CORP'
5218,53401,'THY','TRANSITIONAL HOSPITALS CORP'
5220,25604,'CLIX','COMPRESSION LAB INC'
5237,21821,'CNG','CONSOLIDATED NATURAL GAS CO'
5238,26586,'CDP','CONSOLIDATED PAPERS INC'
5240,71765,'CRR','CONRAIL INC'
5250,27255,'CORD','CORDIS CORP'
5252,27263,'CFL','CORESTATES FINANCIAL CORP'
5258,62164,'CYR','CRAY RESEARCH INC'
5273,30067,'DIGI','D S C COMMUNICATIONS CORP'
5278,57592,'DGN','DATA GENERAL CORP'
5284,29103,'VIEW','VIEWTRAN GROUP INC'
5292,45874,'DEX','DEXTER CORP'
5295,29832,'OXE','O E C MEDICAL SYSTEMS INC'
5297,43916,'DEC','DIGITAL EQUIPMENT CORP'
5309,19254,'DI','DRESSER INDUSTRIES INC'
5317,26075,'EFU','EASTERN ENTERPRISES'
5319,31536,'ECH','ECHLIN INC'
5320,79541,'ECK','ECKERD CORP DEL'
5334,25056,'ENS','ENSERCH CORP'
5338,33508,'OHM','O H M CORP'
5343,12395,'RHC','RIO HOTEL & CASINO INC'
5351,25371,'FBO','FEDERAL PAPER BOARD INC'
5354,42745,'FLD','FIELDCREST CANNON INC'
5357,35175,'FAM','FIRST AMERICAN CORP TN'
5358,35204,'FOA','FIRST OF AMERICA BANK CORP'
5359,35370,'FCOM','FIRST COMMERCE CORP NEW ORLEANS'
5361,26550,'I','FIRST INTERSTATE BANCORP'
5365,36274,'FSCO','FIRST SECURITY CORP DE'
5366,53209,'FSR','FIRSTAR CORP NEW'
5369,49875,'FSI','FLIGHT SAFETY INTL INC'
5373,37103,'FCY','FURON CO'
5375,81487,'FORT','FORT HOWARD CORP NEW'
5380,62877,'FTX','FREEPORT MCMORAN INC'
5382,37859,'DKAI','DAKA INTERNATIONAL INC'
5385,21004,'GTE','G T E CORP'
5389,88269,'GAL','GALOOB TOYS INC'
5402,62252,'GRN','GENERAL RE CORP'
5413,32205,'GFS','GIANT FOOD INC'
5414,38982,'GIBG','GIBSON GREETINGS INC'
5416,65920,'GNR','GLOBAL NATURAL RESOURCES INC'
5418,60441,'MIR','MIRAGE RESORTS INC'
5421,39483,'GULD','GOULDS PUMPS INC'
5428,27115,'GWF','GREAT WESTERN FINANCIAL CORP'
5429,67571,'GNT','GREEN TREE FINANCIAL CORP'
5435,40484,'HBOC','H B O & CO'
5438,40644,'HDC','HADCO CORP'
5440,44468,'HNH','HANDY & HARMAN'
5441,43238,'MAH','HANNA M A CO DE'
5442,59301,'HRD','HANNAFORD BROTHERS CO'
5445,41014,'CRCL','CIRCLE INTERNATIONAL INC'
5446,41100,'HSB','H S B GROUP INC'
5451,88605,'HII','HEALTH IMAGES INC'
5452,41356,'HDYN','HEALTHDYNE INC'
5453,41428,'HECHA','HECHINGER CO'
5459,18374,'HON','HONEYWELL INC'
5461,42578,'HOSS','HORNBECK OFFSHORE SERVICES INC'
5474,43474,'AMTX','AMATI COMMUNICATIONS CORP'
5496,12511,'MKG','MALLINCKRODT INC NEW'
5510,61583,'FJ','FORT JAMES CORP'
5518,46870,'JSTN','JUSTIN INDUSTRIES INC'
5520,33312,'SAI','SUNAMERICA INC'
5526,60521,'KII','KEYSTONE INTERNATIONAL INC'
5528,89392,'KWP','KING WORLD PRODUCTIONS INC'
5531,45866,'KOL','KOLLMORGEN CORP'
5538,58624,'LQI','LA QUINTA INNS INC'
5543,59053,'LAW','LAWTER INTERNATIONAL INC'
5546,49083,'CARL','CARLETON CORPORATION'
5549,18147,'ANV','AEROQUIP VICKERS INC'
5554,49729,'ALNT','ALIANT COMMUNICATIONS INC'
5557,59352,'LOC','LOCTITE CORP'
5561,80775,'LCE','LONE STAR INDUSTRIES INC'
5562,24360,'KSE','KEYSPAN CORP'
5563,33785,'LOR','LORAL CORP'
5564,33814,'LLX','LOUISIANA LAND & EXPLORATION CO'
5566,22373,'LUC','LUKENS INC DE'
5569,50404,'MCIC','M C I COMMUNICATIONS CORP'
5579,59926,'MNR','MANOR CARE INC'
5580,43668,'MDA','MAPCO INC'
5582,67328,'IV','MARK IV INDUSTRIES INC'
5585,45022,'MI','MARSHALL INDUSTRIES'
5587,34040,'VAT','VARITY CORP'
5591,26729,'MD','MCDONNELL DOUGLAS CORP'
5593,59942,'MX','MEASUREX CORP'
5596,89931,'MRE','MEDCO RESEARCH INC'
5602,52821,'MTL','MERCANTILE BANCORPORATION INC'
5603,22891,'MST','MERCANTILE STORES INC'
5604,52944,'MRDN','MERIDIAN BANCORP INC'
5607,68566,'MXP','MESA INC'
5617,53509,'STLC','STREAMLOGIC CORP'
5619,53621,'TLC','LEARNING COMPANY INC'
5622,76492,'MEC','MIDAMERICAN ENERGY HOLDINGS CO'
5628,15966,'MOB','MOBIL CORP'
5635,55079,'MRN','MORRISON KNUDSEN CORP'
5637,21290,'CDD','CORDANT TECHNOLOGIES INC'
5642,90342,'MYLX','MYLEX CORP'
5644,56450,'FCN','FIRST CHICAGO N B D CORP'
5646,41179,'NLC','NALCO CHEMICAL CO'
5648,56339,'NLCS','NATIONAL COMPUTER SYSTEMS INC'
5649,47028,'NEC','NATIONAL EDUCATION CORP'
5656,23499,'NES','NEW ENGLAND ELEC SYS'
5659,57577,'SYSM','SYSTEMED INC DE'
5667,58481,'USF','UNITED STATES FILTER CORP NEW'
5670,66018,'NYN','NYNEX CORP'
5671,53639,'OEA','O E A INC'
5672,34825,'OAK','OAK INDUSTRIES INC'
5675,64063,'OLS','OLSTEN CORP'
5678,59767,'OCLI','OPTICAL COATING LAB INC'
5681,59898,'OREM','OREGON METALLURGICAL CORP'
5682,60660,'OC','ORION CAPITAL CORP'
5684,20394,'OM','OUTBOARD MARINE CORP'
5691,60310,'PSX','PACIFIC SCIENTIFIC CO'
5692,66026,'PAC','PACIFIC TELESIS GROUP'
5693,42833,'PPW','PACIFICORP'
5695,54463,'PWJ','PAINE WEBBER GROUP INC'
5699,22082,'PEL','PANENERGY CORP'
5701,67037,'GFI','GRAHAM FIELD HEALTH PRODS INC'
5712,35211,'PZE','PENNZENERGY CO'
5718,27596,'SB','SALOMON INC'
5720,62894,'MFI','MAC FRUGALS BARGINS CLOSE OUTS'
5723,63088,'PIOG','PIONEER GROUP INC'
5724,63096,'PHB','PIONEER HI BRED INTL INC'
5725,10120,'PJC','PIPER JAFFRAY COS INC'
5727,63344,'PTIS','PLASMA THERM CORP'
5729,35422,'PGI','PLY GEM INDUSTRIES INC'
5746,64531,'PVT','PROVIDENT COMPANIES INC'
5748,22613,'NCE','NEW CENTURY ENERGIES INC'
5752,65032,'MQC','MINOLTA Q M S INC'
5753,20183,'KSF','QUAKER STATE CORP'
5758,65058,'BQR','QUICK & REILLY GROUP INC'
5764,64346,'RYC','RAYCHEM CORP'
5775,57146,'RGC','REPUBLIC GROUP INC'
5776,53938,'RNB','REPUBLIC NEW YORK CORP'
5778,66553,'RMED','RESEARCH MEDICAL INC'
5782,18921,'RLM','REYNOLDS METALS CO'
5792,26737,'FRO','FRONTIER CORP'
5796,25312,'RHR','ROHR INDUSTRIES INC'
5797,64477,'SK','SAFETY KLEEN CORP NEW'
5798,39570,'RPR','RHONE POULENC RORER INC'
5804,26884,'RBD','RUBBERMAID INC'
5810,68428,'IQ','IDEON GROUP INC'
5811,65066,'SK','SAFETY KLEEN CORP'
5817,76122,'SFS','SANTA FE SNYDER CORP'
5820,67715,'SBA','SBARRO INC'
5823,77075,'SHR','SCHERER RP CORP'
5828,69607,'SEG','SEAGATE TECHNOLOGY INC'
5837,70229,'SMS','SHARED MEDICAL SYSTEMS CORP'
5843,56434,'SBO','SHOWBOAT INC'
5853,82804,'FFTI','4FRONT TECHNOLOGIES INC'
5854,21514,'SNT','SONAT INC'
5858,49437,'SDW','SOUTHDOWN INC'
5860,55204,'SNG','SOUTHERN NEW ENGLAND TELECOM'
5870,36775,'SPD','STANDARD PRODUCTS CO'
5872,72523,'STII','STANFORD TELECOMMUNICATIONS'
5879,65074,'SSW','STERLING SOFTWARE INC'
5882,36978,'STO','STONE CONTAINER CORP'
5883,77123,'SHP','STOP & SHOP COS INC NEW'
5884,73075,'SRA','STRATUS COMPUTER INC'
5890,73358,'SUBN','SUMMIT BANCORPORATION'
5894,26454,'SNS','SUNDSTRAND CORP'
5901,74230,'TCAT','T C A CABLE TV INC'
5902,76022,'TBY','T C B Y ENTERPRISES INC'
5908,66333,'TMB','TAMBRANDS INC'
5909,74617,'TDM','TANDEM COMPUTERS INC'
5915,75030,'TCOMA','TELE COMMUNICATIONS INC NEW'
5917,75089,'TPIE','T P I ENTERPRISES INC'
5924,77016,'PHN','PHOENIX RESOURCE COS INC'
5930,75986,'TMD','THERMEDICS INC'
5934,81193,'TMC','TIMES MIRROR CO NEW'
5944,19051,'TA','TRANSAMERICA CORP'
5951,77463,'TJCO','T J INTERNATIONAL INC'
5952,92591,'TSNG','TSENG LABS INC'
5955,75191,'TBS','TURNER BROADCASTING SYSTEM INC'
5959,50956,'FG','U S F & G CORP'
5963,14883,'UCC','UNION CAMP CORP'
5966,51983,'UC','UNITED COMPANIES FINANCIAL CORP'
5969,78968,'USBC','UNITED STATES BANCORP'
5970,79119,'USHC','UNITED STATES HEALTHCARE INC'
5973,79250,'USS','UNITED STATES SURGICAL CORP'
5976,79354,'CF','CRESTAR FINANCIAL CORP'
5979,46260,'UTR','UNITRODE CORP'
5983,82647,'PNU','PHARMACIA & UPJOHN INC'
5990,79848,'VLSI','V L S I TECHNOLOGY'
5995,63044,'VRC','VARCO INTERNATIONAL INC'
5996,80347,'VRLN','VARLEN CORP'
6007,80057,'WANG','WANG LABORATORIES INC NEW'
6008,24678,'WLA','WARNER LAMBERT CO'
6012,57381,'WMX','WASTE MANAGEMENT INC NEW'
6013,46420,'WJ','WATKINS JOHNSON CO'
6016,61233,'WII','WEATHERFORD ENTERRA INC'
6021,50024,'WFC','WELLS FARGO & CO NEW'
6029,15368,'CBS','C B S CORP'
6033,44783,'WKR','WHITTAKER CORP'
6037,38375,'WIT','WITCO CORP'
6040,44337,'WOA','WORLDCORP INC'
6042,44476,'WYL','WYLE ELECTRONICS'
6043,83687,'WYG','WYMAN GORDON CO'
6046,18067,'ZE','ZENITH ELECTRONICS CORP'
6049,45970,'ZRN','ZURN INDUSTRIES INC'
6050,84153,'GATE','ZYCAD CORP'
6057,91572,'ROTC','ROTECH MEDICAL CORP'
6069,86167,'BOCB','BUFFETS INC'
6075,89341,'KSTN','KEYSTONE FINANCIAL INC'
6077,77789,'USTB','U S T CORP'
6095,10064,'TTI','TYCO TOYS INC'
6098,85017,'ACCC','A C C CORP'
6099,87127,'CYM','CYPRUS AMAX MINERALS CO'
6103,75193,'UTH','UNION TEXAS PETROLEUM HOLDINGS I'
6109,10048,'CTYA','CENTURY COMMUNICATIONS CORP'
6130,10328,'SOMA','SOMATIX THERAPY CORP'
6131,10075,'VWRX','V W R SCIENTIFIC PRODUCTS CORP'
6137,10071,'AB','ALEX BROWN INC'
6140,10406,'DOSE','PHARMERICA INC'
6143,10343,'INF','INFINITY BROADCASTING CORP'
6144,75500,'MAIL','MAIL BOXES ETC'
6148,10412,'GECM','GENICOM CORP'
6152,69585,'NGC','NEWMONT GOLD CO'
6156,10462,'CGNE','CALGENE INC'
6167,10410,'JMED','JONES PHARMA INC'
6168,10513,'LIPO','LIPOSOME COMPANY INC'
6170,68945,'HFI','HUDSON FOODS INC'
6174,10439,'CELS','COMMNET CELLULAR INC'
6176,10515,'FDGT','FLUOR DANIEL G T I INC'
6178,88884,'COMMA','CELLULAR COMMUNICATIONS INC NEW'
6198,75469,'ACN','ACUSON CORP'
6199,70252,'UAM','UNITED ASSET MGMT CORP'
6200,10738,'CHPS','CHIPS & TECHNOLOGIES INC'
6201,10713,'LTEK','LIFE TECHNOLOGIES INC'
6203,86597,'CYE','CHEYENNE SOFTWARE INC'
6208,10716,'CCA','CORRECTIONS CORP AMERICA'
6213,69489,'HSN','HOME SHOPPING NETWORK INC'
6214,76563,'FMY','MEYER FRED INC DEL'
6215,10199,'ARBR','ARBOR DRUGS INC'
6230,10870,'PPH','P H P HEALTHCARE CORP'
6233,10914,'ALW','ALLWASTE INC'
6234,75056,'EYE','BENSON EYECARE CORP'
6241,75528,'ISLI','INTERSOLV'
6249,11072,'DTLN','DATA TRANSMISSION NETWORK CORP'
6250,71001,'PMI','PREMARK INTERNATIONAL INC'
6252,86714,'CSA','COAST SAVINGS FINANCIAL INC'
6258,10126,'OV','ONE VALLEY BANCORP INC'
6261,11103,'SSAX','SYSTEM SOFTWARE ASSOC INC'
6265,11020,'NRES','NICHOLS RESEARCH CORP'
6268,72688,'SFB','STANDARD FEDERAL BANCORP INC'
6283,10545,'THI','THERMO INSTRUMENT SYSTEMS INC'
6290,11211,'APBI','APPLIED BIOSCIENCE INTL INC'
6304,11192,'AGPH','AGOURON PHARMACEUTICALS INC'
6307,11283,'SQNT','SEQUENT COMPUTER SYSTEMS INC'
6309,11345,'NELL','NELLCOR PURITAN BENNETT INC'
6315,11339,'MNPI','MICROCOM INC'
6316,11000,'ATLI','A T L ULTRASOUND INC'
6317,11366,'WHO','WATERHOUSE INVESTOR SERVICES INC'
6321,11346,'SEQU','SEQUUS PHARMACEUTICALS INC'
6328,11170,'MEC','MIDAMERICAN ENERGY HLDGS CO NEW'
6335,11450,'MYCO','MYCOGEN CORP'
6342,10857,'PLAY','PLAYERS INTERNATIONAL INC'
6344,11475,'INEL','INTELLIGENT ELECTRONICS INC'
6345,11484,'MICA','MICROAGE INC'
6355,10790,'SWD','SHOREWOOD PACKAGING CORP INC'
6356,75111,'AU','AMAX GOLD INC'
6362,75068,'HHC','HORIZON C M S HEALTHCARE CORP'
6363,75053,'DRM','DIAMOND SHAMROCK INC'
6366,11522,'BEAM','SUMMIT TECHNOLOGY INC'
6373,11554,'PNET','PRONET INC'
6388,10451,'FHPC','F H P INTERNATIONAL CORP'
6392,11662,'ICO','INACOM CORP'
6403,11591,'EESI','EASTERN ENVIRONMENTAL SVC INC'
6417,77641,'RXR','REVCO D S INC NEW'
6449,76270,'ORN','ORNDA HEALTHCORP'
6451,75106,'RCM','A R C O CHEMICAL CO'
6457,22074,'VON','VONS COMPANIES INC'
6468,11958,'VCELA','VANGUARD CELLULAR SYS INC'
6472,11913,'OCTL','OCTEL COMMUNICATIONS CORP'
6486,10360,'AVDL','AVONDALE INDUSTRIES INC'
6504,10967,'CNR','CONNER PERIPHERALS INC'
6509,11928,'RFH','RICHFOOD HOLDINGS INC'
6519,11994,'CDG','CLIFFS DRILLING CO'
6520,11964,'EGGS','EGGHEAD COM INC'
6521,11849,'GGO','GETCHELL GOLD CORP'
6542,77903,'RXN','REXENE CORP NEW'
6567,75880,'FBR','FIRST BRANDS CORP'
6568,75348,'HTG','HERITAGE MEDIA CORP'
6569,12048,'LMRK','LANDMARK GRAPHICS CORP'
6570,12126,'APCO','AUTOMOBILE PROTECTION CORP APCO'
6572,75423,'ORX','ORYX ENERGY CO'
6573,12006,'DKB','DEKALB GENETICS CORP'
6574,12259,'SIER','SIERRA ON LINE INC'
6575,75422,'STX','STERLING CHEMICALS INC'
6576,76635,'DUR','DURACELL INTERNATIONAL INC'
6623,77534,'MSTR','MORNINGSTAR GROUP INC'
6635,75448,'NETG','NETWORK GENERAL CORP'
6641,75700,'BSN','BOSTON TECHNOLOGY INC'
6646,75672,'URRE','URANIUM RESOURCES INC'
6649,10278,'WTI','WHEELABRATOR TECHNOLOGIES INC NW'
6650,64071,'PMK','PRIMARK CORP'
6677,75647,'MII','MORTON INTERNATIONAL INC NEW'
6683,75615,'DFI','DUTY FREE INTERNATIONAL INC'
6692,76133,'PESC','POOL ENERGY SERVICES CO'
6702,75602,'SFD','SMITHS FOOD & DRUG CENTERS INC'
6705,75817,'V','VIVRA INC'
6708,75490,'SKYT','SKYTEL COMMUNICATIONS INC'
6718,11430,'GRTR','GREATER NEW YORK SVGS BK NY'
6719,10179,'RCSB','R C S B FINANCIAL INC'
6720,11335,'SPBC','ST PAUL BANCORP INC'
6723,75954,'WCTV','WESTCOTT COMMUNICATIONS INC'
6725,83232,'VST','VANSTAR CORP'
6726,75818,'BVSI','BRITE VOICE SYSTEMS'
6738,75608,'MMGR','MEDICAL MANAGER CORP NEW'
6740,76070,'GIDL','GIDDINGS & LEWIS INC WIS'
6755,12539,'ABI','AMERICAN BANKERS INS GROUP INC'
6758,10213,'ATVC','AMERICAN TRAVELLERS CORP'
6792,35693,'FFHC','FIRST FINANCIAL CORP WI'
6812,24540,'COFD','COLLECTIVE BANCORP INC'
6815,75850,'HS','HEALTHSOURCE INC'
6820,11558,'ONBK','ONBANCORP INC'
6839,90369,'NRC','N A C RE CORP'
6863,11045,'RFED','ROOSEVELT FINANCIAL GROUP INC'
6873,10242,'TRFI','TRANS FINANCIAL INC'
6887,82158,'BCOM','BANK COMMERCE SAN DIEGO CALIF'
6892,75873,'CAER','CAERE CORP'
6894,75849,'UBS','U S BIOSCIENCE INC'
6996,75929,'RPC','ROBERTS PHARMACEUTICAL CORP'
7016,76075,'MAM','MAXXIM MEDICAL INC'
7114,76096,'INTS','INTEGRATED SYSTEMS INC'
7120,76142,'VFI','VERIFONE INC'
7121,76104,'VKNG','VIKING OFFICE PRODUCTS INC'
7133,76162,'FIL','SANIFILL INC'
7134,76271,'AALR','ADVANCED LOGIC RESEARCH INC'
7140,76146,'FHT','FINGERHUTS COMPANIES INC'
7141,76141,'TBIT','TELEBIT CORPORATION'
7160,76369,'HMIS','HEALTH MANAGEMENT INC DEL'
7167,76199,'MOSX','MOSAIX INC'
7175,76158,'SNY','SNYDER OIL CORP'
7178,76173,'MAW','MID AMERICAN WASTE SYSTEMS INC'
7195,76248,'FH','FOUNDATION HEALTH CORP'
7202,76453,'USLD','U S L D COMMUNICATIONS CORP'
7217,76263,'IC','ILLINOIS CENTRAL CORP'
7219,76281,'DODV','DIGITAL ORIGIN INC'
7229,79550,'RSP','SOUTHERN PACIFIC RAIL CORP'
7249,81517,'UCHM','UNIROYAL CHEMICAL CORP'
7253,76566,'ZLG','ZILOG INC'
7256,76578,'CYH','COMMUNITY HEALTH SYSTEMS INC'
7259,76593,'ENG','DESTEC ENERGY INC'
7264,76596,'ASZ','AMSCO INTERNATIONAL INC'
7269,76615,'VH','VALUE HEALTH INC'
7274,76618,'BTRE','BROOKTREE CORP'
7277,76620,'PLAT','PLATINUM TECHNOLOGY INTL INC'
7285,76630,'QHRI','QUANTUM HEALTH RESOURCES INC'
7290,76660,'SDG','SOFAMOR DANEK GROUP INC'
7292,76640,'VGR','VIGORO CORP'
7293,81703,'ENVY','ENVOY CORP NEW'
7294,76666,'SOTA','STATE OF THE ART INC'
7303,76698,'QDEK','QUARTERDECK CORP'
7306,76704,'ICST','INTEGRATED CIRCUIT SYSTEMS INC'
7315,76967,'OMGQE','OMEGA ENVIRONMENTAL INC'
7317,76759,'MRV','MARVEL ENTERTAINMENT GROUP INC'
7329,76749,'GMIS','G M I S INC'
7330,76768,'TKN','THERMOTREX CORP'
7332,76746,'PWRH','POWERHOUSE TECHNOLOGIES INC'
7333,76754,'BAY','BAY NETWORKS INC'
7334,76899,'CCIL','CELLULAR COMMUNICATIONS INTL INC'
7337,76773,'SMTG','SOMATOGEN INC'
7348,76915,'IMTI','IMAGYN MEDICAL TECHNOLOGIES INC'
7353,76829,'MON','MONEY STORE INC'
7363,77047,'TCNL','TECNOL MEDICAL PRODUCTS INC'
7364,77035,'MPRS','MICROPROSE INC'
7365,77038,'PAGE','PAGING NETWORK INC'
7369,77028,'GND','GRAND CASINOS INC'
7372,77056,'VCAI','VETERINARY CENTERS OF AMERICA'
7374,77049,'USRX','U S ROBOTICS CORP'
7381,77030,'HYSW','HYPERION SOFTWARE CORP'
7383,77242,'ADA','AMERIDATA TECHNOLOGIES INC'
7386,77027,'GC','GRANCARE INC'
7387,77108,'MARQ','MARQUETTE MEDICAL SYSTEMS INC'
7390,77089,'ATHN','ATHENA NEUROSCIENCES INC'
7394,77112,'PCNI','PHYSICIAN COMPUTER NETWORK INC'
7396,77111,'PPSI','PACIFIC PHYSICIAN SERVICES INC'
7397,77092,'BGII','BALLY GAMING INTERNATIONAL INC'
7400,77323,'CMDC','CAREMATRIX CORPORATION'
7403,77094,'BROD','BRODERBUND SOFTWARE INC'
7404,77091,'CAYN','CAYENNE SOFTWARE INC'
7410,77179,'CPU','COMPUSA INC'
7413,77183,'SYQT','SYQUEST TECHNOLOGY INC'
7414,77185,'VIEW','VIEWLOGIC SYSTEMS INC'
7419,77189,'PMRX','PHARMACEUTICAL MARKETING SVCS IN'
7426,77277,'VNTX','VENTRITEX INC'
7427,77283,'TGET','TARGET THERAPEUTICS INC'
7431,77297,'AAC','ARCADIA FINANCIAL LTD'
7434,77325,'DURA','DURA PHARMACEUTICALS INC'
7435,77307,'IN','INTEGON CORP DEL'
7442,77352,'ACCS','ACCESS HEALTH INC'
7451,77387,'ESON','ENDOSONICS CORP'
7461,77382,'VTK','VITALINK PHARMACY SERVICES INC'
7475,77493,'ALBK','ALBANK FINANCIAL CORP'
7483,77508,'BSPT','BELL SPORTS CORP'
7484,77544,'KRE','CAPITAL RE CORP'
7486,77523,'WFDS','WORTHINGTON FOODS INC'
7491,77550,'FAM','INTERNATIONAL FAMILY ENTMT INC'
7496,77597,'THRT','THERATECH INC DEL'
7497,77603,'ARDT','ARDENT SOFTWARE INC'
7501,77611,'CDS','ALLIANCE ENTERTAINMENT CORP'
7502,77618,'LUSA','LIFE USA HOLDING INC'
7506,77632,'PBIO','PERSEPTIVE BIOSYSTEMS INC'
7508,77634,'FUS','FIRST USA INC'
7509,77652,'RIVL','RIVAL COMPANY'
7511,77740,'NETF','NETFRAME SYSTEMS INC'
7515,77681,'TAVA','TAVA TECHNOLOGIES INC'
7516,77684,'XCOM','CROSSCOMM CORP'
7521,77705,'ASM','AUTHENTIC FITNESS CORP'
7522,77714,'RHS','REGENCY HEALTH SERVICES INC'
7530,78996,'PCAM','PHYSICIAN CORP OF AMERICA'
7534,77777,'NAC','NORTH AMERICAN MORTGAGE CO'
7539,77774,'EISI','E I S INTERNATIONAL INC'
7545,77793,'STRM','STRATACOM INC'
7548,79028,'RENO','RENO AIR INC'
7549,77784,'EAGL','EAGLE HARDWARE & GARDEN INC'
7552,77795,'PYXS','PYXIS CORP'
7555,77856,'EMT','AMERICAN MEDICAL RESPONSE INC'
7556,77832,'MCSY','MEDIC COMPUTER SYSTEMS INC'
7560,77882,'CDAT','CONTROL DATA SYSTEMS INC'
7564,77874,'GIX','GLOBAL INDUSTRIAL TECHS INC'
7568,77859,'CVN','COMPUTERVISION CORP NEW'
7570,77851,'IPEC','INTEGRATED PROCESS EQUIPMENT CP'
7582,77899,'JSI','JUMBOSPORTS INC'
7587,77924,'JA','JOHN ALDEN FINANCIAL CORP'
7590,77969,'NKOT','NU KOTE HOLDING INC'
7596,77988,'ABTI','ALPHA BETA TECHNOLOGY INC'
7597,77985,'CPLY','COPLEY PHARMACEUTICAL INC'
7606,78005,'HOFL','HOME FINANCIAL CORP DEL FL'
7608,78021,'BMTN','BOOMTOWN INC'
7609,78023,'CMAG','CASINO MAGIC CORP'
7615,78074,'BDT','BREED TECHNOLOGIES INC'
7627,78785,'CK','CAREMARK INTERNATIONAL INC'
7630,78180,'MWHS','MICRO WAREHOUSE INC'
7631,78788,'HFS','H F S INC'
7632,78789,'MAY','MAYBELLINE INC'
7634,78215,'UWST','UNITED WASTE SYSTEMS INC'
7644,78134,'CBMI','CREATIVE BIOMOLECULES INC'
7687,78825,'GNCI','GENERAL NUTRITION COS INC'
7719,78859,'ARN','AMERICAN RE CORP'
7724,78928,'NIN','NINE WEST GROUP INC'
7727,78905,'PRXM','PROXIMA CORP'
7728,78895,'MDYN','MOLECULAR DYNAMICS INC'
7737,78946,'DWD','DEAN WITTER DISCOVER & CO'
7742,79002,'RSND','RESOUND CORP'
7750,79015,'TNCR','TENCOR INSTRUMENTS'
7751,79042,'SJK','ST JOHN KNITS INC'
7753,79024,'WALL','WALL DATA INC'
7761,79061,'LPG','LIFE PARTNERS GROUP INC'
7764,79058,'BLH','BANKERS LIFE HOLDING CORP'
7768,78998,'MDCD','MERIDIAN DATA INC'
7770,79081,'DAVD','DAVIDSON & ASSOCIATES INC'
7780,79097,'NFO','N F O WORLDWIDE INC'
7786,79137,'TIG','T I G HOLDINGS INC'
7806,79163,'AFM','A M F M INC'
7810,79175,'LCI','L C I INTERNATIONAL INC'
7811,79179,'MFST','M F S COMMUNICATIONS INC'
7814,79161,'DIIG','D I I GROUP INC'
7820,79314,'ZONE','DISCOVERY ZONE INC'
7823,79301,'RAZR','AMERICAN SAFETY RAZOR CO'
